Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,Class
3136,99.32051276,41.43641868,0.908815159,3270,63.18923336,0.734770384,234.781,0.714924239,2.396937668,jasmine
5813,134.4930235,55.81961637,0.909804413,5904,86.03104947,0.528983529,311.005,0.755223412,2.409422211,jasmine
5753,134.1673184,55.46048507,0.910564024,5951,85.5859048,0.720927318,317.55,0.716935365,2.41915155,jasmine
5743,134.5195056,55.31763147,0.911534382,5890,85.51148873,0.661635945,314.233,0.730878349,2.43176546,jasmine
3602,107.780575,44.12313831,0.912364277,3737,67.72155373,0.555093235,255.912,0.691149934,2.442722324,jasmine
6789,146.7290182,59.85390462,0.913017055,6927,92.97323953,0.652036112,340.02,0.737915693,2.451452735,jasmine
4028,113.3307374,46.05036728,0.913723696,4133,71.61430644,0.551780822,263.151,0.730952703,2.461017015,jasmine
5870,137.2760562,55.62069633,0.914239567,5981,86.45181391,0.53853211,318.513,0.727099155,2.468075109,jasmine
6400,143.2335151,57.80892777,0.914935905,6558,90.27033337,0.524676176,336.418,0.710610121,2.477705791,jasmine
6587,145.4608363,58.56612987,0.915365133,6737,91.57963137,0.533706044,338.46,0.722574826,2.483702383,jasmine
5424,132.7722078,53.22816772,0.916122514,5569,83.10265514,0.596830986,307.502,0.720831332,2.494397487,jasmine
5432,132.6350048,52.99574004,0.916706725,5533,83.1639177,0.510526316,304.496,0.736218017,2.502748423,jasmine
6010,140.9597139,56.13807465,0.917274239,6249,87.47668069,0.542908762,333.439,0.679284252,2.51094671,jasmine
5645,135.2831452,53.7414814,0.917709626,5741,84.77875459,0.555063914,308.943,0.743219492,2.51729468,jasmine
4793,125.2034046,49.62037795,0.918113254,4916,78.11937748,0.649370004,290.961,0.711455485,2.523225534,jasmine
5224,130.6615724,51.68578507,0.918435874,5433,81.55613638,0.567579313,307.611,0.693760085,2.527998214,jasmine
5024,128.6433231,50.78150019,0.918790079,5157,79.97971913,0.694018511,297.611,0.712789899,2.533271419,jasmine
6633,147.2404436,58.01280673,0.91911023,6782,91.89884602,0.617367833,338.325,0.728201686,2.538067918,jasmine
6283,144.5044524,56.84312868,0.91938199,6570,89.44140014,0.51415712,352.023,0.637139961,2.542162189,jasmine
6922,151.2943962,59.41313539,0.919667121,7128,93.87951922,0.592636986,354.006,0.694097073,2.546480593,jasmine
6390,145.9628315,57.23741063,0.919906876,6615,90.1997821,0.520697523,340.52,0.692509081,2.550129888,jasmine
6961,152.0089581,59.50295764,0.920202035,7133,94.1436162,0.748494624,349.555,0.715896865,2.554645418,jasmine
6103,142.2646686,55.60482157,0.920452369,6257,88.1508987,0.801549777,328.714,0.709768681,2.558495192,jasmine
5324,132.981099,51.85974437,0.920824042,5425,82.33302701,0.809241526,305.011,0.719145731,2.56424517,jasmine
5003,129.9489081,50.58415907,0.921127121,5126,79.81238903,0.678372881,299.098,0.702770218,2.568964484,jasmine
4617,124.35713,48.34498604,0.921339371,4767,76.67168303,0.494961407,284.872,0.71494101,2.572285984,jasmine
6249,145.1751867,56.36986932,0.921537827,6465,89.19906903,0.58731203,335.314,0.69842056,2.575403997,jasmine
5350,133.8460068,51.90122303,0.921756929,5525,82.53382073,0.535214086,309.745,0.70073698,2.578860362,jasmine
5404,134.0592409,51.90626998,0.922000347,5499,82.94930078,0.515353805,305.431,0.727945685,2.582717674,jasmine
5819,139.7391114,54.01480412,0.922272499,5954,86.07543733,0.530688555,320.365,0.712472482,2.587052081,jasmine
4963,128.3598062,49.58436303,0.922376556,5090,79.49269061,0.573227073,295.603,0.71373413,2.588715441,jasmine
5984,141.9769315,54.74362267,0.922673945,6149,87.28725815,0.736945813,327.837,0.699657534,2.593488055,jasmine
5319,134.0663663,51.64122164,0.922836674,5455,82.29435666,0.660581222,309.097,0.699600763,2.596111441,jasmine
5007,129.9485145,49.98247074,0.923069635,5201,79.84428847,0.711221591,312.662,0.643631443,2.59988177,jasmine
6461,148.4766843,57.04868685,0.923238834,6693,90.69950771,0.813113516,336.718,0.716105384,2.602631059,jasmine
7081,154.5809512,59.34318431,0.923375866,7233,94.95161513,0.638157895,356.85,0.698768077,2.604864451,jasmine
5899,141.3123877,54.20098729,0.923518287,6048,86.66510298,0.546709917,324.416,0.704342233,2.607192133,jasmine
6332,146.7354534,56.20232292,0.923740871,6534,89.78949157,0.504783163,341.058,0.684060145,2.610843214,jasmine
6415,147.7850208,56.52099689,0.923974464,6583,90.376057,0.515426643,342.041,0.689049132,2.614692397,jasmine
5404,135.1822993,51.64349149,0.924150541,5540,82.94930078,0.766633565,308.518,0.713451064,2.61760573,jasmine
5721,139.3836765,53.1995509,0.924295747,5929,85.34754499,0.580458604,324.977,0.680732619,2.620016038,jasmine
6573,149.6383726,57.05597039,0.924454502,6751,91.48225799,0.812987013,343.418,0.700369761,2.622659322,jasmine
6114,144.996349,55.23209907,0.924607745,6324,88.23030418,0.684811828,336.447,0.678737709,2.625218874,jasmine
5051,130.5082648,49.63508718,0.924854381,5136,80.19434482,0.537569178,296.572,0.72165054,2.629355003,jasmine
6396,147.5616522,56.06349768,0.925014129,6592,90.24211948,0.621212121,345.611,0.672888655,2.632045061,jasmine
6074,143.4191265,54.44312969,0.925147195,6215,87.94121329,0.536193503,327.03,0.713689756,2.634292468,jasmine
6529,149.1499147,56.57924277,0.925255387,6676,91.17555038,0.506909938,343.349,0.695961089,2.636124264,jasmine
5432,136.1525359,51.61151629,0.925367475,5618,83.1639177,0.549686298,319.842,0.667265453,2.638026273,jasmine
6208,145.8566302,55.2340381,0.925524721,6363,88.90596771,0.573540281,330.734,0.713187767,2.640701915,jasmine
6409,148.0638481,56.00550947,0.925702492,6609,90.3337824,0.599756691,347.422,0.66724527,2.643737188,jasmine
5778,140.3421374,53.03991539,0.925832976,5937,85.77166251,0.711576355,325.059,0.687168134,2.645972121,jasmine
5937,143.084708,54.02970658,0.925966187,6162,86.94379321,0.503135593,340.411,0.643827825,2.64825995,jasmine
6844,153.3443659,57.85319795,0.926100739,7051,93.34908379,0.781456954,348.248,0.709157341,2.650577174,jasmine
5676,139.6214674,52.64678588,0.926185582,5779,85.01122076,0.514130435,317.1,0.709348683,2.652041621,jasmine
6307,147.0418968,55.40383027,0.926298946,6453,89.61206285,0.514857143,335.5,0.704121566,2.654002369,jasmine
6946,154.8312862,58.30875914,0.926377818,7130,94.04212821,0.627121705,361.563,0.667692781,2.655369252,jasmine
5512,138.0566369,51.93867479,0.926533283,5653,83.77407935,0.711042312,316.921,0.689631416,2.658070069,jasmine
5682,139.9068418,52.60843964,0.926609607,5845,85.05614083,0.62923588,317.84,0.706795848,2.65939919,jasmine
5750,141.1737607,53.0411371,0.92673515,5899,85.56358678,0.595978441,321.677,0.698293001,2.661590011,jasmine
5702,140.486559,52.74955344,0.926831476,5851,85.20570335,0.560999607,319.833,0.700471603,2.663274849,jasmine
5145,133.2190095,49.98580807,0.926937696,5269,80.93712039,0.525321626,304.097,0.699150982,2.665136659,jasmine
6164,146.603284,54.93376587,0.927141933,6353,88.5903412,0.507158137,337.518,0.679952565,2.668728089,jasmine
5455,137.4640749,51.46637124,0.927267821,5584,83.33979672,0.758587123,314.746,0.691965083,2.67094943,jasmine
4879,130.1481732,48.69596465,0.92736502,5032,78.81710309,0.63462539,293.782,0.71037933,2.67266855,jasmine
6394,148.9794249,55.6999914,0.927478266,6638,90.22800923,0.58628278,356.503,0.632202368,2.674675904,jasmine
7003,155.878978,58.24517018,0.927567211,7283,94.42720229,0.577900644,369.471,0.644663792,2.67625586,jasmine
5344,136.2328625,50.86903978,0.927671356,5459,82.4875271,0.741707148,308.261,0.706706601,2.678109575,jasmine
5686,139.9637508,52.23563357,0.927747576,5799,85.08607437,0.52270638,317.506,0.708782271,2.679468808,jasmine
5853,143.4631185,53.50953026,0.927837543,6020,86.32653738,0.553318208,324.382,0.698996327,2.681076022,jasmine
5834,142.341079,53.05155457,0.927948971,5944,86.18630694,0.71495098,321.973,0.707192067,2.683070839,jasmine
6356,148.9230671,55.47690437,0.92802394,6516,89.95949392,0.50795173,340.975,0.686987249,2.684415593,jasmine
6463,150.1577112,55.89927758,0.928124301,6644,90.71354462,0.793980344,341.97,0.694493209,2.686219174,jasmine
6341,148.3384706,55.19910543,0.928186268,6495,89.85328015,0.544525547,338.004,0.697467439,2.687334685,jasmine
7132,158.8808378,59.08174829,0.928288017,7541,95.2929401,0.661595547,393.214,0.579646549,2.689169539,jasmine
5094,133.4243885,49.59458786,0.928350673,5278,80.53497526,0.669294442,305.12,0.687586677,2.690301388,jasmine
6297,147.7156799,54.86181214,0.928472396,6431,89.54099292,0.506596943,338.577,0.690285343,2.69250457,jasmine
6189,147.1039436,54.60527485,0.928552148,6396,88.76981211,0.511656746,355.414,0.615688845,2.693951162,jasmine
6027,145.1699756,53.85756146,0.928634241,6149,87.60031242,0.485970005,325.769,0.713660313,2.695442787,jasmine
6115,146.3611941,54.26718594,0.928722413,6225,88.23751932,0.801231656,331.095,0.700972662,2.697047794,jasmine
6750,154.1298847,57.1119503,0.928814794,6985,92.70580849,0.520833333,354.106,0.676467702,2.698732645,jasmine
5501,137.8076655,51.02787845,0.928918872,5660,83.6904459,0.631427916,320.048,0.674871788,2.700634824,jasmine
6034,145.2477541,53.73921953,0.92903847,6178,87.65116892,0.740277267,329.532,0.69826453,2.702825895,jasmine
6521,150.8517065,55.79303464,0.929090078,6676,91.11967445,0.637812989,345.172,0.68778539,2.703773105,jasmine
5554,140.0973139,51.79696768,0.929142683,5707,84.09264196,0.611135563,319.029,0.685733576,2.704739683,jasmine
5320,136.5835185,50.46758957,0.92923079,5443,82.30209218,0.640346654,311.215,0.690240526,2.706361045,jasmine
6277,148.5273651,54.8183459,0.929397988,6434,89.39868356,0.593177093,339.268,0.685292842,2.709446312,jasmine
5980,146.8303346,54.16782039,0.929463387,6298,87.25807973,0.642596175,350.623,0.611266008,2.710656135,jasmine
6580,152.8174687,56.34320218,0.929549998,6728,91.53095763,0.806965906,346.627,0.688194157,2.712260979,jasmine
5027,133.5387095,49.21826633,0.929600282,5169,80.00359487,0.746732026,302.572,0.690019362,2.713194094,jasmine
6111,146.7011702,54.04809323,0.929658245,6267,88.20865523,0.555141715,330.014,0.705110886,2.714270965,jasmine
5471,139.3524467,51.30636544,0.92975572,5626,83.46192874,0.726078301,317.169,0.68343169,2.716084944,jasmine
7037,157.2328748,57.83944894,0.929881781,7245,94.6561497,0.511595783,360.666,0.679809154,2.718436598,jasmine
5511,138.8340507,51.04333476,0.929961398,5653,83.76647976,0.613970588,316.334,0.692067618,2.719925164,jasmine
5406,138.7021309,50.97189269,0.93002677,5575,82.96464897,0.508082707,314.659,0.686128705,2.721149316,jasmine
5543,139.6689571,51.29439965,0.930119513,5678,84.00932565,0.510969764,318.116,0.688309425,2.72288901,jasmine
4915,131.1430944,48.14294658,0.93018053,5008,79.10734708,0.819166667,291.324,0.727747727,2.724035476,jasmine
7161,159.4533779,58.50963021,0.930245087,7412,95.48648271,0.680768134,376.599,0.63449063,2.725250139,jasmine
5729,142.1224661,52.12811632,0.930306492,5863,85.40719731,0.693583535,325.969,0.677541788,2.726407094,jasmine
6449,151.3433502,55.48663981,0.930367803,6620,90.61524057,0.617720307,345.073,0.680581723,2.727563802,jasmine
6150,148.1494832,54.27671345,0.930471409,6341,88.48967849,0.533067522,337.755,0.677456488,2.729521996,jasmine
5876,144.7185,53.00005613,0.930524906,6039,86.49598583,0.491468719,330.555,0.675778219,2.730534844,jasmine
6774,154.6065712,56.60029112,0.930578504,6958,92.87047257,0.740327869,355.088,0.67512325,2.731550813,jasmine
5606,141.631441,51.83069173,0.930632665,5763,84.48538861,0.527623529,321.521,0.681466121,2.732578637,jasmine
6084,146.5227373,53.58720119,0.930722494,6240,88.01357503,0.498280098,333.922,0.685660299,2.734286061,jasmine
4833,130.294993,47.62544537,0.930803427,4948,78.44467298,0.68494898,295.849,0.69388332,2.735827288,jasmine
6136,148.1985573,54.14615604,0.930865424,6314,88.38890115,0.514506121,336.731,0.680031476,2.737009756,jasmine
5072,134.235796,49.02413771,0.930925504,5186,80.36087961,0.703955586,302.622,0.695966146,2.738157208,jasmine
6764,154.7020101,56.47606183,0.93098261,6943,92.80189804,0.569887943,351.756,0.686958394,2.739249252,jasmine
5891,145.0723721,52.93812213,0.931043439,6050,86.60631708,0.533122172,327.831,0.688809058,2.74041402,jasmine
6253,148.8170914,54.27748801,0.931114826,6388,89.22761273,0.744404762,336.826,0.69260732,2.741782954,jasmine
5568,140.6082833,51.25672564,0.93118945,5702,84.19856166,0.496655071,318.605,0.689293077,2.743216262,jasmine
6473,151.4269403,55.17486098,0.931255745,6632,90.78369663,0.688031463,342.732,0.692478287,2.74449156,jasmine
5622,141.4273309,51.51226145,0.931308518,5784,84.60586694,0.496292373,321.375,0.684032168,2.745508098,jasmine
4831,130.5607915,47.5312864,0.931377519,4925,78.42844025,0.550541311,293.319,0.705612897,2.746839007,jasmine
4754,129.9938883,47.31130325,0.931418404,4878,77.80090485,0.78410028,292.16,0.69988636,2.747628566,jasmine
4983,132.8603331,48.33657465,0.931471248,5069,79.65270021,0.517445483,295.604,0.716605502,2.748650148,jasmine
5901,145.6964495,52.99066972,0.931513801,6063,86.67979322,0.586347377,330.831,0.677521503,2.749473638,jasmine
5588,141.1266449,51.3094593,0.931566757,5707,84.34964479,0.500941282,318.134,0.693818841,2.750499554,jasmine
5885,145.3439964,52.82092824,0.931625374,6070,86.56220146,0.600510204,332.734,0.667977708,2.751636543,jasmine
5399,139.6559278,50.72650546,0.931701507,5609,82.91091787,0.589474834,316.838,0.675847428,2.753115488,jasmine
5239,137.3281625,49.84741975,0.931796808,5358,81.67314109,0.484375,314.313,0.666397831,2.754970331,jasmine
4971,133.9453462,48.60268743,0.931845763,5155,79.55673307,0.534516129,308.661,0.655677241,2.755924689,jasmine
7202,160.7926749,58.32088847,0.931902602,7433,95.75944445,0.574642943,365.79,0.676393342,2.757034042,jasmine
6581,153.5392745,55.66954099,0.931954499,6800,91.5379126,0.53196993,349.747,0.67607326,2.75804815,jasmine
5788,144.2179615,52.26239374,0.93202858,5925,85.84585304,0.557933295,326.135,0.683822788,2.759497819,jasmine
6297,150.2218093,54.41514116,0.932087981,6519,89.54099292,0.504810005,345.027,0.66471793,2.760661943,jasmine
5433,140.1425109,50.74455697,0.932142155,5560,83.17157235,0.50770956,316.486,0.681617233,2.761724986,jasmine
5372,138.6966627,50.19901378,0.93220379,5605,82.70334234,0.556568587,321.14,0.654571454,2.762936008,jasmine
6410,151.7218956,54.88062654,0.932287337,6637,90.34082954,0.614043491,347.439,0.667284076,2.764580239,jasmine
5529,141.3290714,51.08395168,0.932389961,5712,83.90316706,0.615838717,326.565,0.651504141,2.766604125,jasmine
6658,154.7214862,55.90250943,0.93244553,6798,92.07186806,0.775990676,346.303,0.697655701,2.767701983,jasmine
6383,151.6015097,54.74751336,0.93251635,6532,90.15036336,0.802893082,342.806,0.682555357,2.769103113,jasmine
5680,142.8698975,51.57454386,0.93256985,5881,85.04117011,0.478114478,328.017,0.663384768,2.770163084,jasmine
6682,155.6894402,56.18499471,0.932612782,6861,92.23766388,0.697786132,353.988,0.670099441,2.771014593,jasmine
7040,159.1720036,57.40660859,0.932698249,7180,94.67632436,0.485517241,361.331,0.67759794,2.772712193,jasmine
6299,150.4011571,54.22267349,0.932751359,6461,89.55521142,0.687288598,337.174,0.696262999,2.773768746,jasmine
5456,140.1851737,50.5103335,0.932832035,5600,83.34743521,0.527200696,318.271,0.676846345,2.775376125,jasmine
5966,147.6700318,53.18764586,0.932883209,6184,87.15587831,0.521503497,335.638,0.665504297,2.776397215,jasmine
5804,144.8872671,52.16505704,0.932937279,5977,85.96442472,0.513491993,327.103,0.681660633,2.777477401,jasmine
4893,132.5190375,47.68519002,0.933015367,5037,78.93010257,0.60199311,300.753,0.67977493,2.779039729,jasmine
5809,144.9480807,52.13764414,0.933068489,6023,86.00144484,0.614904202,335.132,0.649949245,2.780104147,jasmine
6501,153.1871451,55.07985806,0.933122249,6676,90.97983447,0.601721585,348.042,0.67441422,2.781182641,jasmine
6372,152.1224055,54.67827866,0.933169715,6510,90.07265056,0.844197138,342.748,0.681609716,2.782135964,jasmine
5880,146.2622347,52.5477941,0.933233238,6039,86.52542125,0.811034483,333.081,0.666020306,2.783413409,jasmine
6267,150.3963599,54.00526065,0.933304391,6406,89.32744386,0.592624114,338.995,0.685303537,2.784846477,jasmine
6462,152.7501962,54.83225881,0.933350305,6615,90.70652644,0.491631163,344.829,0.682919089,2.785772455,jasmine
5977,146.7671309,52.67355241,0.933379085,6097,87.2361895,0.70218515,331.086,0.685190741,2.786353382,jasmine
5611,142.9825181,51.28971837,0.933447819,5781,84.52305653,0.470169264,324.354,0.6702111,2.787742313,jasmine
6189,149.994388,53.79498578,0.933473393,6333,88.76981211,0.48705438,337.916,0.681103066,2.788259646,jasmine
4642,130.3494655,46.73180213,0.933525252,4826,76.87898261,0.520112045,297.414,0.659465658,2.789309626,jasmine
5307,138.2806525,49.55407787,0.933583969,5436,82.20147361,0.681432974,311.529,0.687166517,2.790499964,jasmine
5809,145.2282646,52.01796926,0.933652263,5927,86.00144484,0.490956728,326.95,0.682886547,2.79188647,jasmine
5893,145.7729662,52.18713046,0.933720511,6024,86.62101729,0.647582418,327.275,0.691386097,2.793274222,jasmine
6011,147.860088,52.91680877,0.933765926,6130,87.48395798,0.489814211,330.631,0.690986322,2.794198883,jasmine
4644,130.2485721,46.59353159,0.933825916,4803,76.89554243,0.5,290.931,0.689480639,2.795421761,jasmine
6467,152.4500619,54.51422557,0.933879666,6640,90.74161193,0.559332296,345.794,0.679638258,2.796518895,jasmine
5779,145.5882197,52.040905,0.933931236,5924,85.77908445,0.493931624,331.381,0.661313442,2.797572787,jasmine
6241,150.3544801,53.72241283,0.933987747,6363,89.1419542,0.513916337,336.625,0.692103928,2.7987291,jasmine
5619,142.7803555,50.99129146,0.934054306,5734,84.58329032,0.70920106,319.923,0.689887012,2.800092946,jasmine
5915,146.3450467,52.24771373,0.934097771,6039,86.78255532,0.494152047,330.497,0.680502257,2.800984699,jasmine
4775,131.2670313,46.84657997,0.934150232,4928,77.97255175,0.521060672,297.066,0.679950571,2.802062208,jasmine
6240,150.7742284,53.79271975,0.934189725,6401,89.13481227,0.567375887,340.822,0.675055084,2.802874238,jasmine
5638,143.6403941,51.23331002,0.934227539,5810,84.72617396,0.48645384,326.154,0.666023445,2.803652429,jasmine
5909,146.8536097,52.36078237,0.93427591,6091,86.73852933,0.552966498,332.71,0.670798597,2.804648881,jasmine
4077,122.7061414,43.7342694,0.934327876,4207,72.04857822,0.584432339,281.458,0.646730557,2.805720618,jasmine
6075,149.0614554,53.1076748,0.934379087,6236,87.94845214,0.634796238,336.166,0.675536117,2.806778039,jasmine
5643,143.5479514,51.11423349,0.934456327,5760,84.76373488,0.794788732,322.817,0.680467081,2.808375311,jasmine
6098,149.3597032,53.16482676,0.934504388,6285,88.11478164,0.59643975,339.524,0.664746909,2.809370637,jasmine
5685,105.9620941,70.9499613,0.742741115,5769,85.07859197,0.610502577,287.004,0.86729019,1.493476418,Gonen
5511,140.9655253,50.13668147,0.934613027,5627,83.76647976,0.588028169,314.325,0.700942554,2.811624566,jasmine
6691,156.3115276,55.57389979,0.934663745,6891,92.29976053,0.487185088,358.583,0.653915304,2.812678761,jasmine
5960,109.1065,72.64047778,0.746151765,6089,87.112041,0.734170978,299.743,0.833600611,1.502006916,Gonen
7135,161.9872576,57.54983025,0.93476228,7310,95.31297997,0.54167932,365.965,0.669460159,2.814730416,jasmine
4940,134.0103026,47.58973703,0.934820728,5082,79.30828047,0.508335048,302.973,0.67628376,2.815949634,jasmine
6323,152.2616098,54.05019408,0.934872978,6818,89.72565765,0.498266352,367.1,0.589609235,2.817040945,jasmine
6185,150.3831533,53.36361302,0.934922866,6324,88.74112116,0.518832313,336.738,0.685433477,2.818084174,jasmine
6271,151.7336616,53.82285313,0.934972856,6414,89.35594656,0.7305452,341.657,0.675096752,2.819130773,jasmine
6092,149.701834,53.0915469,0.934999661,6212,88.07142162,0.796339869,337.455,0.672261165,2.819692451,jasmine
5710,143.8106199,50.98125937,0.935054974,5886,85.26545491,0.531162791,331.627,0.652448456,2.820852637,jasmine
6677,156.0882425,55.30790726,0.935117631,6830,92.20314767,0.775763913,348.917,0.689202717,2.822168659,jasmine
6289,151.2352718,53.56880908,0.935166501,6481,89.48409633,0.57271651,344.652,0.665318888,2.823196454,jasmine
6742,157.3083765,55.70025578,0.93521392,6916,92.65085542,0.72965368,356.187,0.667793954,2.824194867,jasmine
5549,143.0919028,50.65227932,0.935251385,5695,84.05478115,0.484840542,322.288,0.671330407,2.824984477,jasmine
7026,160.357488,56.74455988,0.935297318,7199,94.58213912,0.783452275,357.774,0.689763893,2.825953507,jasmine
5797,145.5708166,51.50063934,0.935327117,5929,85.91256975,0.555907173,326.341,0.684021708,2.826582708,jasmine
6310,151.928204,53.72338965,0.935392806,6456,89.63337284,0.6860187,340.92,0.682235421,2.827971299,jasmine
5892,147.0509403,51.9882771,0.935419697,6047,86.6136675,0.496461072,328.553,0.685901461,2.828540365,jasmine
5640,144.4651482,51.05648991,0.935465754,5794,84.74120032,0.553809898,325.473,0.669050707,2.829515866,jasmine
6907,159.1622892,56.22882938,0.93551769,7053,93.77774542,0.523059447,353.469,0.694698974,2.830617157,jasmine
5956,147.1970761,51.99149074,0.935544035,6084,87.08280386,0.656525573,331.816,0.679782384,2.831176295,jasmine
6588,155.6161451,54.95067718,0.935579241,6730,91.58658265,0.48691796,350.199,0.67504644,2.831924066,jasmine
5793,146.2701779,51.63088294,0.935629744,5929,85.88292428,0.75508342,330.177,0.667759012,2.832997803,jasmine
5820,146.2942659,51.61580944,0.935690527,5937,86.08283308,0.552706553,326.648,0.685445361,2.834291809,jasmine
6216,150.6931219,53.15394648,0.935725241,6379,88.96323404,0.768831169,340.383,0.674194409,2.835031675,jasmine
6344,152.4073939,53.7430652,0.93576371,6486,89.87453294,0.547273982,343.023,0.677526922,2.835852279,jasmine
6124,150.7188262,53.13172445,0.93580347,6293,88.30242903,0.497320123,341.875,0.658431135,2.836701195,jasmine
6792,157.8707788,55.64192724,0.93582976,6981,92.9937793,0.730322581,359.396,0.66078635,2.837262953,jasmine
5664,144.803333,51.02329077,0.935863527,5846,84.92130935,0.767063922,327.953,0.661774293,2.837984983,jasmine
6396,153.9350779,54.21731698,0.935921382,6620,90.24211948,0.572861621,348.158,0.663079439,2.839223452,jasmine
6526,155.1165048,54.61338229,0.93597,6676,91.15460092,0.842281879,346.386,0.683496464,2.840265486,jasmine
6669,157.2314767,55.33197632,0.936032293,6903,92.14789484,0.649493572,359.876,0.647090184,2.841602401,jasmine
5549,143.0795424,50.33364092,0.936079765,5728,84.05478115,0.710590345,323.04,0.668208484,2.842622544,jasmine
6764,158.7787554,55.8318674,0.936137894,6984,92.80189804,0.490358127,355.888,0.671099282,2.843873272,jasmine
6460,154.8228969,54.41412537,0.936202729,6630,90.69248844,0.838852097,347.966,0.670453652,2.845270338,jasmine
5608,143.1333465,50.2787797,0.936273343,5722,84.50045779,0.659376837,318.161,0.696183912,2.84679436,jasmine
4899,134.2130738,47.13509135,0.936301974,5029,78.97848143,0.679944483,302.647,0.6721165,2.847413041,jasmine
5485,142.6586276,50.08045087,0.936356348,5636,83.56864785,0.651579948,321.759,0.66577133,2.848589123,jasmine
5400,141.1068737,49.52287054,0.936390446,5518,82.91859587,0.5,320.647,0.660008095,2.849327434,jasmine
5967,148.3338683,52.04537887,0.936425507,6091,87.16318238,0.707241911,332.369,0.678773504,2.850087204,jasmine
6473,154.9375653,54.33942362,0.936481044,6668,90.78369663,0.716991582,346.164,0.678815374,2.851292026,jasmine
6592,155.4180729,54.49190834,0.936519684,6728,91.61438249,0.685239085,348.124,0.683532443,2.852131218,jasmine
7303,164.1322622,57.52736795,0.936564989,7556,96.42856628,0.759384423,383.835,0.622905288,2.853116143,jasmine
5917,148.3014914,51.95587433,0.936622771,6049,86.79722568,0.504046341,330.372,0.681247573,2.854373895,jasmine
5600,144.6797346,50.67090902,0.936664441,5778,84.44016491,0.639488409,330.889,0.642736897,2.855282004,jasmine
6584,155.7251166,54.52435292,0.936700354,6745,91.55877436,0.489880952,355.34,0.65525673,2.856065376,jasmine
6099,150.8588393,52.79857271,0.936754705,6247,88.12200624,0.758016406,338.514,0.668829204,2.857252224,jasmine
5748,146.1721897,51.14508363,0.936788502,5896,85.54870486,0.7584114,326.82,0.676253261,2.857991019,jasmine
6700,158.318022,55.38281609,0.936816921,6940,92.36181543,0.522010129,363.409,0.63751926,2.85861271,jasmine
5934,149.2804935,52.20093427,0.936867871,6122,86.92182383,0.686805556,335.429,0.66275985,2.859728385,jasmine
